Source: www.abc.org.uk/data Detailed Data Exported: 08/11/2022 12:15:44 
Copyright & Database right – all rights reserved. see www.abc.org.uk/copyright for details
"PERIOD","START DATE","END DATE","TITLE","REGISTRATION STATUS","OWNER","MARKET SECTOR","ISSUES","COVER PRICE","REGION","PLATFORM","CATEGORY/RATE","AVG. PER ISSUE"
"Jan - Dec 2021","2021-01-01","2021-12-31","Empire","Registered","Bauer Media","Leisure Interests: Film & Video Reviews","13","£4.99","UK / ROI","Print","Paid Subscriptions - Multiple Copy","8060"
"Jan - Dec 2021","2021-01-01","2021-12-31","Empire","Registered","Bauer Media","Leisure Interests: Film & Video Reviews","13","£4.99","Other Countries","Print","Paid Subscriptions - Multiple Copy","19"
"Jan - Dec 2021","2021-01-01","2021-12-31","Empire","Registered","Bauer Media","Leisure Interests: Film & Video Reviews","13","£4.99","UK / ROI","Print","Free Copies - Regular Gross","369"
"Jan - Dec 2021","2021-01-01","2021-12-31","Empire","Registered","Bauer Media","Leisure Interests: Film & Video Reviews","13","£4.99","UK / ROI","Print","Free Copies - Regular Net","301"
"Jan - Dec 2021","2021-01-01","2021-12-31","Empire","Registered","Bauer Media","Leisure Interests: Film & Video Reviews","13","£4.99","Other Countries","Print","Free Copies - Regular Net","103"
"Jan - Dec 2021","2021-01-01","2021-12-31","English Heritage Members Magazine","Registered","Immediate Media Company","Countryside & County: National","4","","UK / ROI","Print","Membership Copies","417156"
"Jan - Dec 2021","2021-01-01","2021-12-31","English Heritage Members Magazine","Registered","Immediate Media Company","Countryside & County: National","4","","Other Countries","Print","Membership Copies","416"
"Jan - Jun 2022","2022-01-01","2022-06-30","ES Magazine","Registered","Evening Standard Limited","General Interest: Miscellaneous","21","","UK / ROI","Print","Free Copies - Regular Gross","85534"
"Jan - Jun 2022","2022-01-01","2022-06-30","ES Magazine","Registered","Evening Standard Limited","General Interest: Miscellaneous","21","","UK / ROI","Print","Free Copies - Regular Net","96798"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Single Copies - Full Rate","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Single Copies - Full Rate","9"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Single Copies - 20-99%","83"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Single Copies - 20-99%","225"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Single Copies - Below 20%","35"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Single Copies - Below 20%","3"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","664"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Subscriptions - 20-99%","1505"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","3492"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","3542"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Subscriptions - Below 20%","1844"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Subscriptions - Below 20%","241"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Digital","Paid Subscriptions - Full Rate","79"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Digital","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Digital","Paid Subscriptions - Full Rate","106"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Single Copies - Full Rate","4190"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Print","Paid Single Copies - Full Rate","1942"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Single Copies - 20-99%","338"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Subscriptions - 20-99%","2003"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Print","Paid Subscriptions - 20-99%","462"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Subscriptions - Below 20%","132"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Subscriptions - Full Rate","10712"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Print","Paid Subscriptions - Full Rate","1626"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Paid Subscriptions - Multiple Copy","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Print","Paid Subscriptions - Multiple Copy","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","UK / ROI","Print","Free Copies - Regular Net","263"
"Jan - Dec 2021","2021-01-01","2021-12-31","Evo - Print","Registered","Autovia Ltd","Motoring & Motorcycling: Motoring - General","12","£4.99","Other Countries","Print","Free Copies - Regular Net","22"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Print","Paid Multiple Copies","443"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Print","Paid Single Copies - Full Rate","10233"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Print","Paid Single Copies - Full Rate","1203"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Digital","Paid Single Copies - 20-99%","228"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Digital","Paid Single Copies - 20-99%","316"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Print","Paid Subscriptions - 20-99%","11058"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","62"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Print","Paid Subscriptions - 20-99%","1439"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Digital","Paid Subscriptions - 20-99%","203"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","3317"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","2277"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Print","Paid Subscriptions - Below 20%","1109"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Print","Paid Subscriptions - Below 20%","129"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","UK / ROI","Print","Paid Subscriptions - Full Rate","59"
"Jan - Dec 2021","2021-01-01","2021-12-31","Four Four Two","Registered","Future Publishing Ltd","Sports: Football - Adult","13","£5.99","Other Countries","Print","Paid Subscriptions - Full Rate","295"
"Jan - Dec 2021","2021-01-01","2021-12-31","Frozen","Registered","Immediate Media Company","Children's Magazines: Primary - Girls","17","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","59386"
"Jan - Dec 2021","2021-01-01","2021-12-31","Frozen Funtime","Registered","Immediate Media Company","Children's Magazines: Pre-School","13","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","33618"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Favourites","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","6","£4.75","UK / ROI","Print","Paid Single Copies - Full Rate","28477"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Favourites","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","6","£4.75","Other Countries","Print","Paid Single Copies - Full Rate","2824"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Friends","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","9","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","38919"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Friends","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","9","£3.99","Other Countries","Print","Paid Single Copies - Full Rate","4222"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Peppa Pig","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","13","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","38689"
"Jul - Dec 2021","2021-07-01","2021-12-31","Fun to Learn - Peppa Pig","Registered","Redan Publishing Ltd","Children's Magazines: Pre-School","13","£3.99","Other Countries","Print","Paid Single Copies - Full Rate","5593"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Paid Single Copies - Full Rate","9825"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Digital","Paid Single Copies - 20-99%","2"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Paid Subscriptions - 20-99%","9558"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Digital","Paid Subscriptions - 20-99%","142"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Print","Paid Subscriptions - 20-99%","142"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Digital","Paid Subscriptions - 20-99%","11"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Digital","Paid Subscriptions - All You Can Read","1917"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Digital","Paid Subscriptions - All You Can Read","1022"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Paid Subscriptions - Below 20%","2"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Paid Subscriptions - Full Rate","638"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Digital","Paid Subscriptions - Full Rate","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Print","Paid Subscriptions - Full Rate","8"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Digital","Paid Subscriptions - Full Rate","1"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Paid Subscriptions - Multiple Copy","44644"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Print","Paid Subscriptions - Multiple Copy","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","UK / ROI","Print","Free Copies - Regular Net","99"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden Answers","Registered","Bauer Media","Home Interest: Gardening","6","£4.95","Other Countries","Print","Free Copies - Regular Net","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Print","Paid Single Copies - Full Rate","17172"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Print","Paid Subscriptions - 20-99%","16410"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Digital","Paid Subscriptions - 20-99%","64"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","Other Countries","Print","Paid Subscriptions - 20-99%","19"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","Other Countries","Digital","Paid Subscriptions - 20-99%","9"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Digital","Paid Subscriptions - All You Can Read","829"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","Other Countries","Digital","Paid Subscriptions - All You Can Read","157"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Print","Paid Subscriptions - Full Rate","127"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","Other Countries","Print","Paid Subscriptions - Full Rate","2"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Print","Paid Subscriptions - Multiple Copy","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Garden News","Registered","Bauer Media","Home Interest: Gardening","26","£2.10","UK / ROI","Print","Free Copies - Regular Net","91"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Print","Paid Single Copies - Full Rate","5141"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Print","Paid Single Copies - Full Rate","2606"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Digital","Paid Single Copies - 20-99%","71"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Digital","Paid Single Copies - 20-99%","47"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Print","Paid Subscriptions - 20-99%","17299"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","1127"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Print","Paid Subscriptions - 20-99%","6127"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Digital","Paid Subscriptions - 20-99%","1036"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","2665"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","4472"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Print","Paid Subscriptions - Below 20%","40"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Digital","Paid Subscriptions - Below 20%","10"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Print","Paid Subscriptions - Below 20%","52"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Digital","Paid Subscriptions - Below 20%","17"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Print","Paid Subscriptions - Full Rate","4683"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Print","Paid Subscriptions - Full Rate","3705"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","UK / ROI","Print","Paid Subscriptions - Multiple Copy","10"
"Jan - Dec 2021","2021-01-01","2021-12-31","Gardens Illustrated","Registered","Immediate Media Company","Home Interest: Gardening","13","£4.99","Other Countries","Print","Paid Subscriptions - Multiple Copy","38"
"Jan - Dec 2021","2021-01-01","2021-12-31","Girl Talk","Registered","Immediate Media Company","Children's Magazines: Primary - Girls","16","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","34151"
"Jan - Dec 2021","2021-01-01","2021-12-31","Girl Talk","Registered","Immediate Media Company","Children's Magazines: Primary - Girls","16","£3.99","Other Countries","Print","Paid Single Copies - Full Rate","10"
"Jan - Dec 2021","2021-01-01","2021-12-31","Girl Talk Art","Registered","Immediate Media Company","Children's Magazines: Primary - Girls","10","£4.50","UK / ROI","Print","Paid Single Copies - Full Rate","23355"
"Jan - Dec 2021","2021-01-01","2021-12-31","Girl Talk Art","Registered","Immediate Media Company","Children's Magazines: Primary - Girls","10","£4.50","Other Countries","Print","Paid Single Copies - Full Rate","2864"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Print","Paid Single Copies - Full Rate","5862"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Print","Paid Single Copies - Full Rate","1221"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Digital","Paid Single Copies - 20-99%","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Digital","Paid Single Copies - 20-99%","5"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Print","Paid Subscriptions - 20-99%","16268"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Digital","Paid Subscriptions - 20-99%","27"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Print","Paid Subscriptions - 20-99%","287"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Digital","Paid Subscriptions - 20-99%","89"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Digital","Paid Subscriptions - All You Can Read","1889"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Digital","Paid Subscriptions - All You Can Read","2845"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Print","Paid Subscriptions - Below 20%","317"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Print","Paid Subscriptions - Below 20%","9"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","UK / ROI","Print","Paid Subscriptions - Full Rate","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Golf Monthly","Registered","Future Publishing Ltd","Sports: Golf","13","£5.50","Other Countries","Print","Paid Subscriptions - Full Rate","10"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Multiple Copies","8"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Multiple Copies","566"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Single Copies - Full Rate","78913"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Print","Paid Single Copies - Full Rate","5907"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Single Copies - 20-99%","27963"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Single Copies - 20-99%","133"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Digital","Paid Single Copies - 20-99%","145"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Subscriptions - 20-99%","105591"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Subscriptions - 20-99%","1254"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Print","Paid Subscriptions - 20-99%","734"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Digital","Paid Subscriptions - 20-99%","818"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Subscriptions - All You Can Read","12955"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Digital","Paid Subscriptions - All You Can Read","6242"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Subscriptions - Below 20%","90"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Subscriptions - Below 20%","749"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Subscriptions - Full Rate","67265"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Digital","Paid Subscriptions - Full Rate","69"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Print","Paid Subscriptions - Full Rate","2336"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","Other Countries","Digital","Paid Subscriptions - Full Rate","18"
"Jan - Dec 2021","2021-01-01","2021-12-31","Good Housekeeping","Registered","Hearst UK","Women's Interests: Women's Lifestyle/Fashion","12","£5.25","UK / ROI","Print","Paid Subscriptions - Multiple Copy","97718"
